claim_id,claim_name,claim_node_type,artifact_id,filename,artifact_type,relation,source_span,verification_status,notes
RA-OPEN-GROWTH-MEASURE-001,RA-native candidate measure for sequential BDG growth,issue,ART-REPORT-RAKB-FRAMEWORK-GROWTH-LEDGER-APR29,RAKB_Framework_Underdetermination_and_Topological_Ledger_Report_Apr29_2026.md,md,theory_analysis,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-FRONTIER-NORMAL-FORM-001,Hasse/frontier normal form for one-vertex actualization,issue,ART-REPORT-RAKB-FRAMEWORK-GROWTH-LEDGER-APR29,RAKB_Framework_Underdetermination_and_Topological_Ledger_Report_Apr29_2026.md,md,theory_analysis,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-POISSON-DYNAMICS-001,Finite RA growth versus accepted-conditional Poisson-CSG,issue,ART-REPORT-RAKB-FRAMEWORK-GROWTH-LEDGER-APR29,RAKB_Framework_Underdetermination_and_Topological_Ledger_Report_Apr29_2026.md,md,theory_analysis,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-MU-ESTIMATOR-001,RA-native finite-graph local density estimator,issue,ART-REPORT-RAKB-FRAMEWORK-GROWTH-LEDGER-APR29,RAKB_Framework_Underdetermination_and_Topological_Ledger_Report_Apr29_2026.md,md,theory_analysis,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-GROWTH-KERNEL-WEIGHT-001,Uniform versus action-weighted actualization among admitted candidates,issue,ART-REPORT-RAKB-FRAMEWORK-GROWTH-LEDGER-APR29,RAKB_Framework_Underdetermination_and_Topological_Ledger_Report_Apr29_2026.md,md,theory_analysis,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-CHARGE-SIGN-001,Edge-level sign-source for signed N1 charge,issue,ART-REPORT-RAKB-FRAMEWORK-GROWTH-LEDGER-APR29,RAKB_Framework_Underdetermination_and_Topological_Ledger_Report_Apr29_2026.md,md,theory_analysis,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-TOPOLOGICAL-LEDGER-001,Topological/incidence derivation of the RA ledger rule,issue,ART-REPORT-RAKB-FRAMEWORK-GROWTH-LEDGER-APR29,RAKB_Framework_Underdetermination_and_Topological_Ledger_Report_Apr29_2026.md,md,theory_analysis,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-FRONTIER-NORMAL-FORM-001,Hasse/frontier normal form for one-vertex actualization,issue,ART-NOTES-RA-GROWTH-TOPOLEDGER-FORMALIZATION-APR29,RA_GrowthMeasure_TopologicalLedger_Formalization_Notes_Apr29_2026.md,md,formalization_plan,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-TOPOLOGICAL-LEDGER-001,Topological/incidence derivation of the RA ledger rule,issue,ART-NOTES-RA-GROWTH-TOPOLEDGER-FORMALIZATION-APR29,RA_GrowthMeasure_TopologicalLedger_Formalization_Notes_Apr29_2026.md,md,formalization_plan,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-CHARGE-SIGN-001,Edge-level sign-source for signed N1 charge,issue,ART-NOTES-RA-GROWTH-TOPOLEDGER-FORMALIZATION-APR29,RA_GrowthMeasure_TopologicalLedger_Formalization_Notes_Apr29_2026.md,md,formalization_plan,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-GROWTH-MEASURE-001,RA-native candidate measure for sequential BDG growth,issue,ART-SIM-RAGROWSIM-SRC-APR29,RAGrowSim.tar.gz,tar_gz,exploratory_simulator_source,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-POISSON-DYNAMICS-001,Finite RA growth versus accepted-conditional Poisson-CSG,issue,ART-SIM-RAGROWSIM-SRC-APR29,RAGrowSim.tar.gz,tar_gz,exploratory_simulator_source,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-CHARGE-SIGN-001,Edge-level sign-source for signed N1 charge,issue,ART-SIM-RAGROWSIM-SRC-APR29,RAGrowSim.tar.gz,tar_gz,exploratory_simulator_source,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-GROWTH-MEASURE-001,RA-native candidate measure for sequential BDG growth,issue,ART-DATA-RAGROWSIM-MEASURE-COMPARISON-APR29,RAGrowSim_measure_comparison_overall_Apr29_2026.csv,csv,simulation_evidence,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-GROWTH-KERNEL-WEIGHT-001,Uniform versus action-weighted actualization among admitted candidates,issue,ART-DATA-RAGROWSIM-MEASURE-COMPARISON-APR29,RAGrowSim_measure_comparison_overall_Apr29_2026.csv,csv,simulation_evidence,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-POISSON-DYNAMICS-001,Finite RA growth versus accepted-conditional Poisson-CSG,issue,ART-DATA-RAGROWSIM-MEASURE-COMPARISON-APR29,RAGrowSim_measure_comparison_overall_Apr29_2026.csv,csv,simulation_evidence,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-GROWTH-MEASURE-001,RA-native candidate measure for sequential BDG growth,issue,ART-DATA-RAGROWSIM-CANDIDATE-DEGENERACY-APR29,RAGrowSim_candidate_degeneracy_by_step_Apr29_2026.csv,csv,simulation_evidence,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-FRONTIER-NORMAL-FORM-001,Hasse/frontier normal form for one-vertex actualization,issue,ART-DATA-RAGROWSIM-CANDIDATE-DEGENERACY-APR29,RAGrowSim_candidate_degeneracy_by_step_Apr29_2026.csv,csv,simulation_evidence,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-POISSON-DYNAMICS-001,Finite RA growth versus accepted-conditional Poisson-CSG,issue,ART-DATA-RAGROWSIM-COND-POISSON-APR29,RAGrowSim_conditional_poisson_weighted_residuals_Apr29_2026.csv,csv,simulation_evidence,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-MU-ESTIMATOR-001,RA-native finite-graph local density estimator,issue,ART-DATA-RAGROWSIM-COND-POISSON-APR29,RAGrowSim_conditional_poisson_weighted_residuals_Apr29_2026.csv,csv,simulation_evidence,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-GROWTH-MEASURE-001,RA-native candidate measure for sequential BDG growth,issue,ART-DATA-RAGROWSIM-TOP-MULTIPLICITY-APR29,RAGrowSim_top_multiplicity_profiles_Apr29_2026.csv,csv,simulation_evidence,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
RA-OPEN-FRONTIER-NORMAL-FORM-001,Hasse/frontier normal form for one-vertex actualization,issue,ART-DATA-RAGROWSIM-TOP-MULTIPLICITY-APR29,RAGrowSim_top_multiplicity_profiles_Apr29_2026.csv,csv,simulation_evidence,,generated_analysis_not_claim_proof,Supports issue definition/methodology tracking; not evidence for settled physical claim.
